證券名稱,簡稱,日期,外資總投資股數,個股買賣超股數,外資總投資比率%-TSE,流通在外股數-TEJ
2330   ,台積電       ,20181018, 20165011,    -1985,  77.76, 25930380
2330   ,台積電       ,20181019, 20158131,    -6880,  77.73, 25930380
2330   ,台積電       ,20181022, 20152793,    -5429,  77.71, 25930380
2330   ,台積電       ,20181023, 20141551,   -11241,  77.67, 25930380
2330   ,台積電       ,20181024, 20125385,   -16124,  77.61, 25930380
2330   ,台積電       ,20181025, 20096775,   -28610,  77.50, 25930380
2330   ,台積電       ,20181026, 20099070,     2321,  77.51, 25930380
2330   ,台積電       ,20181029, 20096093,     -217,  77.50, 25930380
2330   ,台積電       ,20181030, 20097007,      400,  77.50, 25930380
2330   ,台積電       ,20181031, 20104568,     8159,  77.53, 25930380
2330   ,台積電       ,20181101, 20108015,     3127,  77.54, 25930380
2330   ,台積電       ,20181102, 20107654,    -1086,  77.54, 25930380
2330   ,台積電       ,20181105, 20108638,     1524,  77.54, 25930380
2330   ,台積電       ,20181106, 20108370,    -1088,  77.54, 25930380
2330   ,台積電       ,20181107, 20106026,    -3429,  77.53, 25930380
2330   ,台積電       ,20181108, 20114066,     8728,  77.56, 25930380
2330   ,台積電       ,20181109, 20111383,    -2783,  77.55, 25930380
2330   ,台積電       ,20181112, 20112932,     1708,  77.56, 25930380
2330   ,台積電       ,20181113, 20105124,    -6529,  77.53, 25930380
2330   ,台積電       ,20181114, 20104183,     -971,  77.53, 25930380
2330   ,台積電       ,20181115, 20105544,     1379,  77.53, 25930380
2330   ,台積電       ,20181116, 20090065,   -15564,  77.47, 25930380
2330   ,台積電       ,20181119, 20079534,   -10712,  77.43, 25930380
2330   ,台積電       ,20181120, 20063184,   -15466,  77.37, 25930380
2330   ,台積電       ,20181121, 20058117,    -4834,  77.35, 25930380
2330   ,台積電       ,20181122, 20056961,    -1042,  77.34, 25930380
2330   ,台積電       ,20181123, 20058026,      640,  77.35, 25930380
2330   ,台積電       ,20181126, 20064501,     5720,  77.37, 25930380
2330   ,台積電       ,20181127, 20061443,    -2963,  77.36, 25930380
2330   ,台積電       ,20181128, 20059819,     1600,  77.36, 25930380
2330   ,台積電       ,20181129, 20064216,     4159,  77.37, 25930380
2330   ,台積電       ,20181130, 20055917,    -5968,  77.34, 25930380
2330   ,台積電       ,20181203, 20064536,     8583,  77.37, 25930380
2330   ,台積電       ,20181204, 20064482,      123,  77.37, 25930380
2330   ,台積電       ,20181205, 20057237,    -8574,  77.35, 25930380
2330   ,台積電       ,20181206, 20044716,   -12316,  77.30, 25930380
2330   ,台積電       ,20181207, 20040989,    -3301,  77.28, 25930380
2330   ,台積電       ,20181210, 20035544,    -4547,  77.26, 25930380
2330   ,台積電       ,20181211, 20037750,      264,  77.27, 25930380
2330   ,台積電       ,20181212, 20035124,    -1835,  77.26, 25930380
2330   ,台積電       ,20181213, 20032528,    -1783,  77.25, 25930380
2330   ,台積電       ,20181214, 20024630,    -7312,  77.22, 25930380
2330   ,台積電       ,20181217, 20027047,     3015,  77.23, 25930380
2330   ,台積電       ,20181218, 20023626,    -1771,  77.22, 25930380
2330   ,台積電       ,20181219, 20025640,     3156,  77.22, 25930380
2330   ,台積電       ,20181220, 20022188,   -10972,  77.21, 25930380
2330   ,台積電       ,20181221, 20024329,    -1309,  77.22, 25930380
2330   ,台積電       ,20181222, 20022412,    -2498,  77.21, 25930380
2330   ,台積電       ,20181224, 20017403,    -7492,  77.19, 25930380
2330   ,台積電       ,20181225, 20015608,    -5452,  77.18, 25930380
2330   ,台積電       ,20181226, 20012954,      -41,  77.17, 25930380
2330   ,台積電       ,20181227, 20021093,     8967,  77.21, 25930380
2330   ,台積電       ,20181228, 20031461,    11279,  77.25, 25930380
2330   ,台積電       ,20190102, 20018233,    -8731,  77.19, 25930380
2330   ,台積電       ,20190103, 19998889,   -14632,  77.12, 25930380
2330   ,台積電       ,20190104, 19972833,   -28541,  77.02, 25930380
2330   ,台積電       ,20190107, 19976458,     4157,  77.03, 25930380
2330   ,台積電       ,20190108, 19977204,      746,  77.04, 25930380
2330   ,台積電       ,20190109, 19984402,     7548,  77.06, 25930380
2330   ,台積電       ,20190110, 19986194,     1480,  77.07, 25930380
2330   ,台積電       ,20190111, 19997797,    11842,  77.12, 25930380
2330   ,台積電       ,20190114, 19995975,    -1850,  77.11, 25930380
2330   ,台積電       ,20190115, 20004618,     9853,  77.14, 25930380
2330   ,台積電       ,20190116, 20000192,    -7772,  77.13, 25930380
2330   ,台積電       ,20190117, 20001698,     2709,  77.13, 25930380
2330   ,台積電       ,20190118, 19988201,   -13590,  77.08, 25930380
2330   ,台積電       ,20190121, 19991201,     3343,  77.09, 25930380
2330   ,台積電       ,20190122, 19995756,     3902,  77.11, 25930380
2330   ,台積電       ,20190123, 19990327,    -1366,  77.09, 25930380
2330   ,台積電       ,20190124, 19992380,     2631,  77.10, 25930380
2330   ,台積電       ,20190125, 20008267,    15831,  77.16, 25930380
2330   ,台積電       ,20190128, 20017179,     8852,  77.19, 25930380
