證券名稱,簡稱,日期,外資總投資股數,個股買賣超股數,外資總投資比率%-TSE,流通在外股數-TEJ
2330   ,台積電       ,20100104, 19159811,    21522,  73.98, 25902706
2330   ,台積電       ,20100105, 19152555,    -7256,  73.95, 25902706
2330   ,台積電       ,20100106, 19153765,     1141,  73.96, 25902706
2330   ,台積電       ,20100107, 19155624,     1859,  73.97, 25902706
2330   ,台積電       ,20100108, 19148915,    -6709,  73.94, 25902706
2330   ,台積電       ,20100111, 19155805,     6890,  73.97, 25902706
2330   ,台積電       ,20100112, 19127490,   -28315,  73.86, 25902706
2330   ,台積電       ,20100113, 19110985,   -16505,  73.79, 25902706
2330   ,台積電       ,20100114, 19109378,    -1599,  73.79, 25902706
2330   ,台積電       ,20100115, 19099165,   -10214,  73.75, 25902706
2330   ,台積電       ,20100118, 19093983,    -5182,  73.73, 25902706
2330   ,台積電       ,20100119, 19066370,   -27614,  73.62, 25902706
2330   ,台積電       ,20100120, 19069937,     3568,  73.63, 25902706
2330   ,台積電       ,20100121, 19065300,    -4638,  73.62, 25902706
2330   ,台積電       ,20100122, 19028511,   -36789,  73.47, 25902706
2330   ,台積電       ,20100125, 18999057,   -29354,  73.36, 25902706
2330   ,台積電       ,20100126, 18979792,   -19264,  73.29, 25902706
2330   ,台積電       ,20100127, 18958890,   -20902,  73.21, 25902706
2330   ,台積電       ,20100128, 18958592,    -6114,  73.20, 25902706
2330   ,台積電       ,20100129, 18947970,   -10622,  73.16, 25902706
2330   ,台積電       ,20100201, 18904605,   -42672,  73.00, 25902706
2330   ,台積電       ,20100202, 18881301,   -22620,  72.91, 25902706
2330   ,台積電       ,20100203, 18865228,   -16040,  72.84, 25902706
2330   ,台積電       ,20100204, 18844199,   -21029,  72.76, 25902706
2330   ,台積電       ,20100205, 18816894,   -27304,  72.66, 25902706
2330   ,台積電       ,20100206, 18815882,    -1012,  72.65, 25902706
2330   ,台積電       ,20100208, 18790739,   -25143,  72.56, 25902706
2330   ,台積電       ,20100209, 18794670,     3931,  72.57, 25902706
2330   ,台積電       ,20100210, 18774002,   -20667,  72.49, 25903538
2330   ,台積電       ,20100222, 18776028,     2210,  72.50, 25903538
2330   ,台積電       ,20100223, 18788321,    12292,  72.55, 25903538
2330   ,台積電       ,20100224, 18770574,   -17404,  72.48, 25903538
2330   ,台積電       ,20100225, 18759427,   -10251,  72.44, 25903538
2330   ,台積電       ,20100226, 18760818,     1391,  72.44, 25903538
2330   ,台積電       ,20100301, 18761695,       79,  72.44, 25903538
2330   ,台積電       ,20100302, 18776150,    14454,  72.50, 25903538
2330   ,台積電       ,20100303, 18782750,     6600,  72.53, 25903538
2330   ,台積電       ,20100304, 18763180,   -19570,  72.45, 25903538
2330   ,台積電       ,20100305, 18791974,    33103,  72.56, 25903538
2330   ,台積電       ,20100308, 18823823,    31849,  72.68, 25903538
2330   ,台積電       ,20100309, 18841653,    17830,  72.75, 25903538
2330   ,台積電       ,20100310, 18844747,     4936,  72.76, 25903538
2330   ,台積電       ,20100311, 18852192,     7445,  72.79, 25903538
2330   ,台積電       ,20100312, 18849629,    -2563,  72.78, 25903538
2330   ,台積電       ,20100315, 18843136,    -6424,  72.76, 25903538
2330   ,台積電       ,20100316, 18836278,    -6859,  72.73, 25903538
2330   ,台積電       ,20100317, 18839637,     3359,  72.75, 25903538
2330   ,台積電       ,20100318, 18833129,    -6507,  72.72, 25903538
2330   ,台積電       ,20100319, 18815942,   -17187,  72.65, 25903538
2330   ,台積電       ,20100322, 18787964,   -27947,  72.55, 25903538
2330   ,台積電       ,20100323, 18786487,    -1477,  72.54, 25903538
2330   ,台積電       ,20100324, 18808426,    21939,  72.62, 25903538
2330   ,台積電       ,20100325, 18833550,    25124,  72.72, 25903538
2330   ,台積電       ,20100326, 18863278,    29728,  72.84, 25903538
2330   ,台積電       ,20100329, 18886254,    22976,  72.93, 25903538
2330   ,台積電       ,20100330, 18897523,    11270,  72.97, 25903538
2330   ,台積電       ,20100331, 18901691,     4149,  72.98, 25903769
2330   ,台積電       ,20100401, 18909829,     8164,  73.02, 25903769
2330   ,台積電       ,20100402, 18923954,    14125,  73.07, 25903769
2330   ,台積電       ,20100406, 18956165,    32210,  73.20, 25903769
2330   ,台積電       ,20100407, 18980773,    24609,  73.29, 25903769
2330   ,台積電       ,20100408, 18972032,    -8741,  73.26, 25903769
2330   ,台積電       ,20100409, 18976176,     4144,  73.27, 25903769
2330   ,台積電       ,20100412, 18987914,    11738,  73.32, 25903769
2330   ,台積電       ,20100413, 19006130,    18217,  73.39, 25903769
2330   ,台積電       ,20100414, 19042693,    36562,  73.53, 25903769
2330   ,台積電       ,20100415, 19081227,    38534,  73.68, 25903769
2330   ,台積電       ,20100416, 19072978,    -8249,  73.65, 25905017
2330   ,台積電       ,20100419, 19078515,     5537,  73.67, 25905017
2330   ,台積電       ,20100420, 19073381,    -5134,  73.65, 25905017
2330   ,台積電       ,20100421, 19051463,   -21918,  73.56, 25905017
2330   ,台積電       ,20100422, 18986904,   -64559,  73.31, 25905017
2330   ,台積電       ,20100423, 18977405,    -9499,  73.28, 25905017
2330   ,台積電       ,20100426, 19000343,    29718,  73.37, 25905017
2330   ,台積電       ,20100427, 19009971,     9629,  73.40, 25905017
2330   ,台積電       ,20100428, 18968514,   -42035,  73.24, 25905017
2330   ,台積電       ,20100429, 18940294,   -28220,  73.13, 25905017
2330   ,台積電       ,20100430, 18952329,    16806,  73.18, 25905017
2330   ,台積電       ,20100503, 18944484,    -7845,  73.15, 25905017
2330   ,台積電       ,20100504, 18927098,   -17385,  73.08, 25905017
2330   ,台積電       ,20100505, 18889089,   -42779,  72.94, 25905017
2330   ,台積電       ,20100506, 18866316,   -22790,  72.85, 25905017
2330   ,台積電       ,20100507, 18847773,   -20577,  72.78, 25905017
2330   ,台積電       ,20100510, 18835879,   -13928,  72.73, 25905017
2330   ,台積電       ,20100511, 18831623,    -4256,  72.71, 25905017
2330   ,台積電       ,20100512, 18829297,    -2259,  72.71, 25905017
2330   ,台積電       ,20100513, 18843328,    14031,  72.76, 25905017
2330   ,台積電       ,20100514, 18844238,      910,  72.76, 25905017
2330   ,台積電       ,20100517, 18803946,   -40292,  72.61, 25905017
2330   ,台積電       ,20100518, 18803736,     -210,  72.61, 25905017
2330   ,台積電       ,20100519, 18781337,   -22398,  72.52, 25905017
2330   ,台積電       ,20100520, 18776406,    -4864,  72.50, 25905017
2330   ,台積電       ,20100521, 18767315,    -9090,  72.47, 25905017
2330   ,台積電       ,20100524, 18769864,     2481,  72.48, 25905017
2330   ,台積電       ,20100525, 18770394,      529,  72.48, 25905017
2330   ,台積電       ,20100526, 18767852,    -3337,  72.47, 25905017
2330   ,台積電       ,20100527, 18756725,   -11127,  72.42, 25905017
2330   ,台積電       ,20100528, 18733562,   -23163,  72.34, 25905017
2330   ,台積電       ,20100531, 18746457,    12895,  72.39, 25905017
2330   ,台積電       ,20100601, 18746669,     -264,  72.39, 25905017
2330   ,台積電       ,20100602, 18749068,     2399,  72.40, 25905017
2330   ,台積電       ,20100603, 18774206,    25138,  72.49, 25905017
2330   ,台積電       ,20100604, 18783435,     9230,  72.53, 25905017
2330   ,台積電       ,20100607, 18842129,   -30091,  72.73, 25905017
2330   ,台積電       ,20100608, 18826031,   -16804,  72.67, 25905017
2330   ,台積電       ,20100609, 18819460,    -6570,  72.64, 25905017
2330   ,台積電       ,20100610, 18832922,    13462,  72.69, 25905017
2330   ,台積電       ,20100611, 18844271,    11348,  72.74, 25905017
2330   ,台積電       ,20100614, 18856140,    11870,  72.78, 25905017
2330   ,台積電       ,20100615, 18874571,    18431,  72.86, 25905017
2330   ,台積電       ,20100617, 18894087,    19517,  72.93, 25905017
2330   ,台積電       ,20100618, 18923656,    29569,  73.05, 25905017
2330   ,台積電       ,20100621, 18964273,    40421,  73.20, 25905017
2330   ,台積電       ,20100622, 18966688,     2401,  73.21, 25905017
2330   ,台積電       ,20100623, 18961143,    -5544,  73.19, 25905017
2330   ,台積電       ,20100624, 18941333,    -3974,  73.11, 25905017
2330   ,台積電       ,20100625, 18928368,   -12965,  73.06, 25905017
2330   ,台積電       ,20100628, 18920530,    -7838,  73.03, 25905017
2330   ,台積電       ,20100629, 18907802,   -12728,  72.98, 25905017
2330   ,台積電       ,20100630, 18878439,   -29349,  72.87, 25905017
2330   ,台積電       ,20100701, 18830905,   -47533,  72.69, 25905017
2330   ,台積電       ,20100702, 18807709,   -23127,  72.60, 25905017
2330   ,台積電       ,20100705, 18816372,    12216,  72.63, 25905017
2330   ,台積電       ,20100706, 18803933,    -4818,  72.58, 25905017
2330   ,台積電       ,20100707, 18798792,    -5140,  72.56, 25905017
2330   ,台積電       ,20100708, 18818317,    19525,  72.64, 25905017
2330   ,台積電       ,20100709, 18825401,     7083,  72.67, 25905017
2330   ,台積電       ,20100712, 18820923,      144,  72.65, 25905017
2330   ,台積電       ,20100713, 18818912,    -2010,  72.64, 25905017
2330   ,台積電       ,20100714, 18831172,    12260,  72.69, 25905017
2330   ,台積電       ,20100715, 18836169,     5264,  72.71, 25905017
2330   ,台積電       ,20100716, 18846175,    10006,  72.75, 25905017
2330   ,台積電       ,20100719, 18879536,    33191,  72.87, 25905017
2330   ,台積電       ,20100720, 18896105,    30999,  72.94, 25905017
2330   ,台積電       ,20100721, 18920347,    24242,  73.03, 25905017
2330   ,台積電       ,20100722, 18944610,    28298,  73.13, 25905017
2330   ,台積電       ,20100723, 18983134,    38524,  73.27, 25905017
2330   ,台積電       ,20100726, 18989151,     6070,  73.30, 25905017
2330   ,台積電       ,20100727, 18992109,     2958,  73.31, 25905017
2330   ,台積電       ,20100728, 19009512,    18536,  73.38, 25905017
2330   ,台積電       ,20100729, 19025724,    16224,  73.44, 25905017
2330   ,台積電       ,20100730, 19010090,   -15633,  73.38, 25905201
2330   ,台積電       ,20100802, 19024029,    13938,  73.43, 25905201
2330   ,台積電       ,20100803, 19020713,    -3316,  73.42, 25905201
2330   ,台積電       ,20100804, 19021571,      858,  73.42, 25905201
2330   ,台積電       ,20100805, 19021156,     3099,  73.42, 25905201
2330   ,台積電       ,20100806, 18985499,   -35657,  73.28, 25905201
2330   ,台積電       ,20100809, 18959619,   -21583,  73.18, 25905201
2330   ,台積電       ,20100810, 18950778,    -8027,  73.15, 25905201
2330   ,台積電       ,20100811, 18945819,    -4959,  73.13, 25905201
2330   ,台積電       ,20100812, 18912545,   -33275,  73.00, 25905201
2330   ,台積電       ,20100813, 18884445,   -30438,  72.89, 25905201
2330   ,台積電       ,20100816, 18872818,   -11627,  72.85, 25905201
2330   ,台積電       ,20100817, 18858071,   -17068,  72.79, 25905201
2330   ,台積電       ,20100818, 18847306,   -18953,  72.75, 25905201
2330   ,台積電       ,20100819, 18837826,   -17904,  72.71, 25905201
2330   ,台積電       ,20100820, 18825887,   -11939,  72.67, 25905201
2330   ,台積電       ,20100823, 18829602,     3715,  72.68, 25905201
2330   ,台積電       ,20100824, 18816876,   -12726,  72.63, 25905201
2330   ,台積電       ,20100825, 18781103,   -45467,  72.49, 25905201
2330   ,台積電       ,20100826, 18772959,   -11464,  72.46, 25905201
2330   ,台積電       ,20100827, 18746507,   -26453,  72.36, 25905201
2330   ,台積電       ,20100830, 18764483,     3165,  72.43, 25905201
2330   ,台積電       ,20100831, 18747329,   -17154,  72.36, 25906987
2330   ,台積電       ,20100901, 18750543,      -66,  72.38, 25906987
2330   ,台積電       ,20100902, 18763471,     6333,  72.43, 25906987
2330   ,台積電       ,20100903, 18757231,    -7702,  72.40, 25906987
2330   ,台積電       ,20100906, 18772584,    15309,  72.46, 25906987
2330   ,台積電       ,20100907, 18777940,     5388,  72.48, 25906987
2330   ,台積電       ,20100908, 18754304,   -25496,  72.39, 25906987
2330   ,台積電       ,20100909, 18753245,    -1058,  72.39, 25906987
2330   ,台積電       ,20100910, 18737489,   -15756,  72.33, 25906987
2330   ,台積電       ,20100913, 18762927,    25438,  72.42, 25906987
2330   ,台積電       ,20100914, 18776367,    13440,  72.48, 25906987
2330   ,台積電       ,20100915, 18780743,     4376,  72.49, 25906987
2330   ,台積電       ,20100916, 18779406,    -1370,  72.49, 25906987
2330   ,台積電       ,20100917, 18804504,    25098,  72.59, 25906987
2330   ,台積電       ,20100920, 18855684,    51125,  72.78, 25906987
2330   ,台積電       ,20100921, 18868707,    13178,  72.83, 25906987
2330   ,台積電       ,20100923, 18807902,   -60754,  72.60, 25906987
2330   ,台積電       ,20100924, 18790803,   -17099,  72.53, 25906987
2330   ,台積電       ,20100927, 18797713,     6910,  72.56, 25906987
2330   ,台積電       ,20100928, 18811429,    13716,  72.61, 25906987
2330   ,台積電       ,20100929, 18842248,    30819,  72.73, 25906987
2330   ,台積電       ,20100930, 18867240,    24991,  72.83, 25907343
2330   ,台積電       ,20101001, 18883744,    16502,  72.89, 25907343
2330   ,台積電       ,20101004, 18893415,     9669,  72.93, 25907343
2330   ,台積電       ,20101005, 18886655,    -6760,  72.90, 25907343
2330   ,台積電       ,20101006, 18900179,    13524,  72.95, 25907343
2330   ,台積電       ,20101007, 18888824,   -11355,  72.91, 25907343
2330   ,台積電       ,20101008, 18892120,     3296,  72.92, 25907343
2330   ,台積電       ,20101011, 18893629,     1509,  72.93, 25907343
2330   ,台積電       ,20101012, 18883796,    -9833,  72.89, 25907343
2330   ,台積電       ,20101013, 18881314,    -4473,  72.88, 25907343
2330   ,台積電       ,20101014, 18899147,    17833,  72.95, 25907343
2330   ,台積電       ,20101015, 18907607,     8460,  72.98, 25907343
2330   ,台積電       ,20101018, 18887279,   -20328,  72.90, 25907343
2330   ,台積電       ,20101019, 18871975,   -15304,  72.85, 25907343
2330   ,台積電       ,20101020, 18869253,    -2722,  72.84, 25907343
2330   ,台積電       ,20101021, 18874107,     4854,  72.85, 25907343
2330   ,台積電       ,20101022, 18886550,    12443,  72.90, 25907343
2330   ,台積電       ,20101025, 18906201,    19651,  72.98, 25907343
2330   ,台積電       ,20101026, 18910134,     3933,  72.99, 25907343
2330   ,台積電       ,20101027, 18909438,     -696,  72.99, 25907343
2330   ,台積電       ,20101028, 18920177,    10739,  73.03, 25907343
2330   ,台積電       ,20101029, 18921859,     1682,  73.04, 25908027
2330   ,台積電       ,20101101, 18934499,    13277,  73.09, 25908027
2330   ,台積電       ,20101102, 18937450,     2952,  73.10, 25908027
2330   ,台積電       ,20101103, 18959549,    22099,  73.18, 25908027
2330   ,台積電       ,20101104, 18963215,     4941,  73.20, 25908027
2330   ,台積電       ,20101105, 18973110,     9895,  73.24, 25908027
2330   ,台積電       ,20101108, 18967741,    -5370,  73.22, 25908027
2330   ,台積電       ,20101109, 18973099,     5359,  73.24, 25908027
2330   ,台積電       ,20101110, 18982960,     9892,  73.27, 25908027
2330   ,台積電       ,20101111, 18978735,    -4225,  73.26, 25908027
2330   ,台積電       ,20101112, 18968183,   -10552,  73.22, 25908027
2330   ,台積電       ,20101115, 18979694,    11511,  73.26, 25908027
2330   ,台積電       ,20101116, 19001948,    22254,  73.35, 25908027
2330   ,台積電       ,20101117, 18998106,    -3842,  73.33, 25908027
2330   ,台積電       ,20101118, 18979489,   -18826,  73.26, 25908027
2330   ,台積電       ,20101119, 18975920,    -3569,  73.25, 25908027
2330   ,台積電       ,20101122, 18987307,    11387,  73.29, 25908027
2330   ,台積電       ,20101123, 18988867,     1559,  73.30, 25908027
2330   ,台積電       ,20101124, 18999392,    10546,  73.34, 25908027
2330   ,台積電       ,20101125, 19016501,    17110,  73.40, 25908027
2330   ,台積電       ,20101126, 19017054,      553,  73.41, 25908027
2330   ,台積電       ,20101129, 19015631,    -1423,  73.40, 25908027
2330   ,台積電       ,20101130, 18993604,   -22027,  73.32, 25908715
2330   ,台積電       ,20101201, 18984903,    -8702,  73.28, 25908715
2330   ,台積電       ,20101202, 18988927,     4024,  73.30, 25908715
2330   ,台積電       ,20101203, 19016005,    27078,  73.40, 25908715
2330   ,台積電       ,20101206, 19029007,    13002,  73.45, 25908715
2330   ,台積電       ,20101207, 19038898,     9634,  73.49, 25908715
2330   ,台積電       ,20101208, 19049350,    10452,  73.53, 25908715
2330   ,台積電       ,20101209, 19069585,    20234,  73.61, 25908715
2330   ,台積電       ,20101210, 19079999,    10415,  73.65, 25908715
2330   ,台積電       ,20101213, 19084289,     4290,  73.67, 25908715
2330   ,台積電       ,20101214, 19092895,     8606,  73.70, 25908715
2330   ,台積電       ,20101215, 19106692,    13797,  73.75, 25908715
2330   ,台積電       ,20101216, 19120617,    13925,  73.81, 25908715
2330   ,台積電       ,20101217, 19118377,    -2240,  73.80, 25908715
2330   ,台積電       ,20101220, 19099735,   -19088,  73.72, 25908715
2330   ,台積電       ,20101221, 19094752,    -4983,  73.71, 25908715
2330   ,台積電       ,20101222, 19095305,      553,  73.71, 25908715
2330   ,台積電       ,20101223, 19085387,   -10555,  73.67, 25908715
2330   ,台積電       ,20101224, 19085075,     -822,  73.67, 25908715
2330   ,台積電       ,20101227, 19075441,   -10143,  73.63, 25908715
2330   ,台積電       ,20101228, 19061113,   -14583,  73.58, 25908715
2330   ,台積電       ,20101229, 19041608,   -19505,  73.50, 25908715
2330   ,台積電       ,20101230, 19032071,   -10237,  73.46, 25908715
2330   ,台積電       ,20101231, 18996099,   -36099,  73.32, 25910078
2330   ,台積電       ,20110103, 18995665,    -1071,  73.32, 25910078
2330   ,台積電       ,20110104, 18988923,    -6742,  73.30, 25910078
2330   ,台積電       ,20110105, 18971793,   -17130,  73.23, 25910078
2330   ,台積電       ,20110106, 18968923,    -2233,  73.22, 25910078
2330   ,台積電       ,20110107, 19006792,    37868,  73.37, 25910078
2330   ,台積電       ,20110110, 19037538,    30747,  73.48, 25910078
2330   ,台積電       ,20110111, 19071318,    33780,  73.62, 25910078
2330   ,台積電       ,20110112, 19098448,    27130,  73.72, 25910078
2330   ,台積電       ,20110113, 19094955,    -3493,  73.71, 25910078
2330   ,台積電       ,20110114, 19103829,     8873,  73.74, 25910078
2330   ,台積電       ,20110117, 19126503,    22675,  73.83, 25910078
2330   ,台積電       ,20110118, 19151244,    24741,  73.92, 25910078
2330   ,台積電       ,20110119, 19162046,    10802,  73.97, 25910078
2330   ,台積電       ,20110120, 19150560,   -11610,  73.92, 25910078
2330   ,台積電       ,20110121, 19120130,   -30430,  73.80, 25910078
2330   ,台積電       ,20110124, 19119190,     -940,  73.80, 25910078
2330   ,台積電       ,20110125, 19112672,    -6517,  73.77, 25910078
2330   ,台積電       ,20110126, 19095219,   -17454,  73.71, 25910078
2330   ,台積電       ,20110127, 19078135,   -17083,  73.64, 25910078
2330   ,台積電       ,20110128, 19063755,   -15336,  73.59, 25912345
2330   ,台積電       ,20110208, 19042389,   -21366,  73.50, 25912345
2330   ,台積電       ,20110209, 19011859,   -30530,  73.39, 25912345
2330   ,台積電       ,20110210, 18971226,   -40633,  73.23, 25912345
2330   ,台積電       ,20110211, 18923410,   -49104,  73.04, 25912345
2330   ,台積電       ,20110214, 18901064,   -24279,  72.96, 25912345
2330   ,台積電       ,20110215, 18881335,   -19729,  72.88, 25912345
2330   ,台積電       ,20110216, 18862703,   -18632,  72.81, 25912345
2330   ,台積電       ,20110217, 18857527,    -5175,  72.79, 25912345
2330   ,台積電       ,20110218, 18868799,    11273,  72.83, 25912345
2330   ,台積電       ,20110221, 18871291,     2492,  72.84, 25912345
2330   ,台積電       ,20110222, 18853554,   -20957,  72.77, 25912345
2330   ,台積電       ,20110223, 18835752,   -17802,  72.71, 25912345
2330   ,台積電       ,20110224, 18802788,   -32964,  72.58, 25912345
2330   ,台積電       ,20110225, 18775880,   -26908,  72.47, 25912723
2330   ,台積電       ,20110301, 18751021,   -23905,  72.38, 25912723
2330   ,台積電       ,20110302, 18730137,   -20884,  72.30, 25912723
2330   ,台積電       ,20110303, 18724834,    -6433,  72.28, 25912723
2330   ,台積電       ,20110304, 18727527,     2704,  72.29, 25912723
2330   ,台積電       ,20110307, 18727995,      468,  72.29, 25912723
2330   ,台積電       ,20110308, 18732900,     4905,  72.31, 25912723
2330   ,台積電       ,20110309, 18739554,     6655,  72.33, 25912723
2330   ,台積電       ,20110310, 18729022,   -10532,  72.29, 25912723
2330   ,台積電       ,20110311, 18715499,   -13523,  72.24, 25912723
2330   ,台積電       ,20110314, 18710855,    -4644,  72.22, 25912723
2330   ,台積電       ,20110315, 18678870,   -35239,  72.10, 25912723
2330   ,台積電       ,20110316, 18662951,   -15951,  72.04, 25912723
2330   ,台積電       ,20110317, 18614918,   -50407,  71.85, 25912723
2330   ,台積電       ,20110318, 18598213,   -16705,  71.79, 25912723
2330   ,台積電       ,20110321, 18600021,     1808,  71.80, 25912723
2330   ,台積電       ,20110322, 18587394,   -12627,  71.75, 25912723
2330   ,台積電       ,20110323, 18584628,    -2767,  71.74, 25912723
2330   ,台積電       ,20110324, 18582911,      510,  71.73, 25912723
2330   ,台積電       ,20110325, 18603688,    20777,  71.81, 25912723
2330   ,台積電       ,20110328, 18607817,     4166,  71.83, 25912723
2330   ,台積電       ,20110329, 18612690,     4873,  71.84, 25912723
2330   ,台積電       ,20110330, 18597655,   -15035,  71.79, 25912723
2330   ,台積電       ,20110331, 18594745,    -2910,  71.78, 25914193
2330   ,台積電       ,20110401, 18599052,     4307,  71.79, 25914193
2330   ,台積電       ,20110406, 18633570,    34601,  71.93, 25914193
2330   ,台積電       ,20110407, 18645740,    12170,  71.97, 25914193
2330   ,台積電       ,20110408, 18677062,    31322,  72.09, 25914193
2330   ,台積電       ,20110411, 18669533,    -7517,  72.06, 25914193
2330   ,台積電       ,20110412, 18663698,    -5835,  72.04, 25914193
2330   ,台積電       ,20110413, 18666531,     2833,  72.05, 25914193
2330   ,台積電       ,20110414, 18638125,   -28406,  71.94, 25914193
2330   ,台積電       ,20110415, 18619625,   -18499,  71.87, 25914193
2330   ,台積電       ,20110418, 18611237,    -8388,  71.84, 25914193
2330   ,台積電       ,20110419, 18588667,   -22632,  71.75, 25914193
2330   ,台積電       ,20110420, 18593505,     4838,  71.77, 25914193
2330   ,台積電       ,20110421, 18615381,    21876,  71.86, 25914193
2330   ,台積電       ,20110422, 18624306,     7907,  71.89, 25914193
2330   ,台積電       ,20110425, 18619863,    -5079,  71.87, 25914193
2330   ,台積電       ,20110426, 18613305,    -7690,  71.85, 25914193
2330   ,台積電       ,20110427, 18646113,    32172,  71.97, 25914193
2330   ,台積電       ,20110428, 18706718,    56153,  72.21, 25914193
2330   ,台積電       ,20110429, 18760661,    53943,  72.42, 25914283
2330   ,台積電       ,20110503, 18821910,    57624,  72.65, 25914283
2330   ,台積電       ,20110504, 18831262,     9352,  72.69, 25914283
2330   ,台積電       ,20110505, 18853504,    23514,  72.77, 25914283
2330   ,台積電       ,20110506, 18879315,    25798,  72.87, 25914283
2330   ,台積電       ,20110509, 18905208,    25893,  72.97, 25914283
2330   ,台積電       ,20110510, 18915775,    10566,  73.01, 25914283
2330   ,台積電       ,20110511, 18935022,    19247,  73.09, 25914283
2330   ,台積電       ,20110512, 18959751,    23839,  73.18, 25914283
2330   ,台積電       ,20110513, 18965240,     5489,  73.21, 25914283
2330   ,台積電       ,20110516, 18965354,      114,  73.21, 25914283
2330   ,台積電       ,20110517, 18968868,     3768,  73.22, 25914283
2330   ,台積電       ,20110518, 18964359,    -4445,  73.20, 25914283
2330   ,台積電       ,20110519, 18970831,     6535,  73.23, 25914283
2330   ,台積電       ,20110520, 18975025,     4195,  73.24, 25914283
2330   ,台積電       ,20110523, 18969320,    -5705,  73.22, 25914283
2330   ,台積電       ,20110524, 18973005,     5211,  73.24, 25914283
2330   ,台積電       ,20110525, 18954867,   -18001,  73.17, 25914283
2330   ,台積電       ,20110526, 18951590,    -3277,  73.15, 25914283
2330   ,台積電       ,20110527, 18938513,   -13317,  73.10, 25914283
2330   ,台積電       ,20110530, 18940401,     1888,  73.11, 25914283
2330   ,台積電       ,20110531, 18966213,    26893,  73.21, 25914283
2330   ,台積電       ,20110601, 18983998,    16176,  73.28, 25914283
2330   ,台積電       ,20110602, 18991014,     5715,  73.31, 25914283
2330   ,台積電       ,20110603, 18993113,     2205,  73.31, 25914283
2330   ,台積電       ,20110607, 18933299,     9524,  73.06, 25914283
2330   ,台積電       ,20110608, 18940264,     6964,  73.08, 25914283
2330   ,台積電       ,20110609, 18942516,     2284,  73.09, 25914283
2330   ,台積電       ,20110610, 18930767,   -12369,  73.05, 25914283
2330   ,台積電       ,20110613, 18909301,   -21438,  72.96, 25914283
2330   ,台積電       ,20110614, 18910249,     1417,  72.97, 25914283
2330   ,台積電       ,20110615, 18932338,    22089,  73.05, 25914283
2330   ,台積電       ,20110616, 18931428,    -3179,  73.05, 25914283
2330   ,台積電       ,20110617, 18916379,   -16840,  72.99, 25914283
2330   ,台積電       ,20110620, 18915590,     -526,  72.99, 25914283
2330   ,台積電       ,20110621, 18927822,     8175,  73.04, 25914283
2330   ,台積電       ,20110622, 18895617,    -4983,  72.91, 25914283
2330   ,台積電       ,20110623, 18896824,     1452,  72.92, 25914283
2330   ,台積電       ,20110624, 18841650,    -7150,  72.70, 25914283
2330   ,台積電       ,20110627, 18785578,    -9307,  72.49, 25914283
2330   ,台積電       ,20110628, 18717066,   -30221,  72.22, 25914283
2330   ,台積電       ,20110629, 18726736,    15558,  72.26, 25914283
2330   ,台積電       ,20110630, 18771473,     7227,  72.43, 25914283
2330   ,台積電       ,20110701, 18786508,     5963,  72.49, 25914283
2330   ,台積電       ,20110704, 18806425,    15058,  72.57, 25914283
2330   ,台積電       ,20110705, 18802227,     3662,  72.55, 25914283
2330   ,台積電       ,20110706, 18841420,    -1467,  72.70, 25914283
2330   ,台積電       ,20110707, 18831565,   -12256,  72.66, 25914283
2330   ,台積電       ,20110708, 18862939,    30585,  72.78, 25914283
2330   ,台積電       ,20110711, 18841997,   -14923,  72.70, 25914283
2330   ,台積電       ,20110712, 18840701,    -8147,  72.70, 25914283
2330   ,台積電       ,20110713, 18867412,    26709,  72.80, 25914283
2330   ,台積電       ,20110714, 18836346,   -33566,  72.68, 25914283
2330   ,台積電       ,20110715, 18767485,   -57302,  72.42, 25914283
2330   ,台積電       ,20110718, 18754402,   -15483,  72.37, 25914283
2330   ,台積電       ,20110719, 18728250,   -27295,  72.26, 25914283
2330   ,台積電       ,20110720, 18752809,    25359,  72.36, 25914283
2330   ,台積電       ,20110721, 18753989,     1180,  72.36, 25914283
2330   ,台積電       ,20110722, 18767849,    13860,  72.42, 25914283
2330   ,台積電       ,20110725, 18787073,    19224,  72.49, 25914283
2330   ,台積電       ,20110726, 18814174,    27101,  72.60, 25914283
2330   ,台積電       ,20110727, 18822247,    10496,  72.63, 25914283
2330   ,台積電       ,20110728, 18827846,     6441,  72.65, 25914283
2330   ,台積電       ,20110729, 18822600,    -6496,  72.63, 25914547
2330   ,台積電       ,20110801, 18841609,    11300,  72.70, 25914547
2330   ,台積電       ,20110802, 18852697,    -3656,  72.75, 25914547
2330   ,台積電       ,20110803, 18850431,    -6462,  72.74, 25914547
2330   ,台積電       ,20110804, 18847046,    -3371,  72.72, 25914547
2330   ,台積電       ,20110805, 18810773,   -38273,  72.58, 25914547
2330   ,台積電       ,20110808, 18771723,   -45154,  72.43, 25914547
2330   ,台積電       ,20110809, 18736972,   -66853,  72.30, 25914547
2330   ,台積電       ,20110810, 18704425,   -36847,  72.17, 25914547
2330   ,台積電       ,20110811, 18715712,    -1588,  72.22, 25914547
2330   ,台積電       ,20110812, 18704916,   -12780,  72.17, 25914547
2330   ,台積電       ,20110815, 18723232,     6388,  72.25, 25914547
2330   ,台積電       ,20110816, 18720401,    -4260,  72.23, 25914547
2330   ,台積電       ,20110817, 18718524,    -1384,  72.23, 25914547
2330   ,台積電       ,20110818, 18693987,   -24536,  72.13, 25914547
